row,col,lat,lon,mf_score
426,257,32.84968677571368,-103.92892248459567,0.4828197833101505
427,254,32.84952307934963,-103.93014335870465,0.13839739691216807
427,255,32.84946105223128,-103.92976395607896,0.32539199585793993
427,256,32.84939906936692,-103.92938574682206,0.3215118202010987
427,257,32.849337223789135,-103.92901088990784,0.08269942607916858
440,544,32.82671696223819,-103.82231616593351,0.4554595435278058
441,543,32.82643011533946,-103.8227808564044,0.3725075992136278
441,544,32.82636628080217,-103.82240812718547,0.3626037082095177
441,545,32.82630240714087,-103.82203445557629,0.38286308181869616
451,263,32.84053629409285,-103.92890738216337,0.40732735161260397
451,331,32.836298206565964,-103.90328824505701,-0.03447937360042178
451,332,32.83623591954504,-103.90291816380939,0.224542747344062
452,330,32.83600651501384,-103.90374906089713,0.08218802639974279
452,331,32.835944188720006,-103.90337798184743,0.13786322742558615
452,332,32.835881803964455,-103.90300575412913,0.04206741623792774
452,333,32.83581950259893,-103.90263558986051,0.4747678223701184
453,330,32.83565253982208,-103.90383971159542,0.4034741962067108
453,331,32.83558983934267,-103.90346026034271,3.188393625493386
453,332,32.835527687234546,-103.90309335306655,0.045804437725023815
453,333,32.83546537533753,-103.90272301627986,0.13488153482939674
454,330,32.83529871155457,-103.90393368114098,0.14547798589120087
454,331,32.83523627792089,-103.9035603297518,0.03965402366255458
454,332,32.835173838135766,-103.90318701095285,-0.08748076351092145
489,144,32.83444535019187,-103.97734208963071,0.17085557208028296
489,145,32.8343838210117,-103.97696154440261,0.3758790219161772
490,143,32.8341565648973,-103.97780663398586,-0.07495012007026321
490,144,32.8340950919575,-103.9774270606901,0.15676310077780556
490,145,32.834033691913966,-103.97704896662611,0.36358440465161357
491,142,32.83386796794182,-103.97827463592677,0.15938086686054304
491,143,32.8338064431114,-103.97789405118132,0.6137522776044022
491,144,32.83374491195021,-103.97751348966612,0.5446137162019363
491,145,32.83368356211505,-103.97713638971464,0.2542629600486355
492,142,32.833517849682686,-103.97836205099391,0.05116554105418803
492,143,32.833456320626,-103.97798146924424,1.1678941563072895
492,144,32.83339478523889,-103.9776009107247,1.0863577822327877
492,145,32.83333324352339,-103.97722037542883,0.2511603885551015
493,142,32.833167730725584,-103.97844946692959,-0.0854035840656089
493,143,32.833106197442405,-103.97806888817433,0.4147683144029199
493,144,32.83304465782917,-103.9776883326491,0.6666825853328633
